b,ccnum,ccty,loa,k,Nind,cty_lab,region_lab,area_lab,ind_lab,misind_lab,measure_lab,agec2_lab,hship_lab,ciint_lab,survey,year,data_source,w_region,subg,nosubnat,measure,cty_2,,,,,,,,,,,,,,,,,,,,,
0.018272329,,BTN,region,66%,33,Bhutan,Samtse,,Urbanisation issues,,Relative contribution (dep),,,,GNH Survey 2092,2015,CBS,South Asia,22,,pctb,BT,,,,,,,,,,,,,,,,,,,,,
0.025347481,,BTN,region,66%,33,Bhutan,Sarpang,,Urbanisation issues,,Relative contribution (dep),,,,GNH Survey 2093,2015,CBS,South Asia,23,,pctb,BT,,,,,,,,,,,,,,,,,,,,,
0.024160042,,BTN,region,66%,33,Bhutan,Thimphu,,Urbanisation issues,,Relative contribution (dep),,,,GNH Survey 2094,2015,CBS,South Asia,24,,pctb,BT,,,,,,,,,,,,,,,,,,,,,
0.011822931,,BTN,region,66%,33,Bhutan,Tashigang,,Urbanisation issues,,Relative contribution (dep),,,,GNH Survey 2095,2015,CBS,South Asia,25,,pctb,BT,,,,,,,,,,,,,,,,,,,,,
0.006955339,,BTN,region,66%,33,Bhutan,Tashi Yangtse,,Urbanisation issues,,Relative contribution (dep),,,,GNH Survey 2096,2015,CBS,South Asia,26,,pctb,BT,,,,,,,,,,,,,,,,,,,,,
0.012805917,,BTN,region,66%,33,Bhutan,Trongsa,,Urbanisation issues,,Relative contribution (dep),,,,GNH Survey 2097,2015,CBS,South Asia,27,,pctb,BT,,,,,,,,,,,,,,,,,,,,,
0.001790313,,BTN,region,66%,33,Bhutan,Tsirang,,Urbanisation issues,,Relative contribution (dep),,,,GNH Survey 2098,2015,CBS,South Asia,28,,pctb,BT,,,,,,,,,,,,,,,,,,,,,
0.019564824,,BTN,region,66%,33,Bhutan,Wangdue Phodrang,,Urbanisation issues,,Relative contribution (dep),,,,GNH Survey 2099,2015,CBS,South Asia,29,,pctb,BT,,,,,,,,,,,,,,,,,,,,,
0.016411707,,BTN,region,66%,33,Bhutan,Zhemgang,,Urbanisation issues,,Relative contribution (dep),,,,GNH Survey 2100,2015,CBS,South Asia,30,,pctb,BT,,,,,,,,,,,,,,,,,,,,,
0.006571709,,BTN,region,66%,33,Bhutan,Bumthang,,Resp. towards environment,,Relative contribution (dep),,,,GNH Survey 2081,2015,CBS,South Asia,11,,pctb,BT,,,,,,,,,,,,,,,,,,,,,
0.006342897,,BTN,region,66%,33,Bhutan,Chukha,,Resp. towards environment,,Relative contribution (dep),,,,GNH Survey 2082,2015,CBS,South Asia,12,,pctb,BT,,,,,,,,,,,,,,,,,,,,,
0.005382852,,BTN,region,66%,33,Bhutan,Dagana,,Resp. towards environment,,Relative contribution (dep),,,,GNH Survey 2083,2015,CBS,South Asia,13,,pctb,BT,,,,,,,,,,,,,,,,,,,,,
0.005377497,,BTN,region,66%,33,Bhutan,Gasa,,Resp. towards environment,,Relative contribution (dep),,,,GNH Survey 2084,2015,CBS,South Asia,14,,pctb,BT,,,,,,,,,,,,,,,,,,,,,
0.006807701,,BTN,region,66%,33,Bhutan,Haa,,Resp. towards environment,,Relative contribution (dep),,,,GNH Survey 2085,2015,CBS,South Asia,15,,pctb,BT,,,,,,,,,,,,,,,,,,,,,
0.00619837,,BTN,region,66%,33,Bhutan,Lhuntse,,Resp. towards environment,,Relative contribution (dep),,,,GNH Survey 2086,2015,CBS,South Asia,16,,pctb,BT,,,,,,,,,,,,,,,,,,,,,
0.002957063,,BTN,region,66%,33,Bhutan,Mongar,,Resp. towards environment,,Relative contribution (dep),,,,GNH Survey 2087,2015,CBS,South Asia,17,,pctb,BT,,,,,,,,,,,,,,,,,,,,,
0.004546577,,BTN,region,66%,33,Bhutan,Paro,,Resp. towards environment,,Relative contribution (dep),,,,GNH Survey 2088,2015,CBS,South Asia,18,,pctb,BT,,,,,,,,,,,,,,,,,,,,,
0.006943552,,BTN,region,66%,33,Bhutan,Pema Gatshel,,Resp. towards environment,,Relative contribution (dep),,,,GNH Survey 2089,2015,CBS,South Asia,19,,pctb,BT,,,,,,,,,,,,,,,,,,,,,
0.008920668,,BTN,region,66%,33,Bhutan,Punakha,,Resp. towards environment,,Relative contribution (dep),,,,GNH Survey 2090,2015,CBS,South Asia,20,,pctb,BT,,,,,,,,,,,,,,,,,,,,,
0.008811071,,BTN,region,66%,33,Bhutan,Samdrup Jongkhar,,Resp. towards environment,,Relative contribution (dep),,,,GNH Survey 2091,2015,CBS,South Asia,21,,pctb,BT,,,,,,,,,,,,,,,,,,,,,
0.008546651,,BTN,region,66%,33,Bhutan,Samtse,,Resp. towards environment,,Relative contribution (dep),,,,GNH Survey 2092,2015,CBS,South Asia,22,,pctb,BT,,,,,,,,,,,,,,,,,,,,,
0.003660633,,BTN,region,66%,33,Bhutan,Sarpang,,Resp. towards environment,,Relative contribution (dep),,,,GNH Survey 2093,2015,CBS,South Asia,23,,pctb,BT,,,,,,,,,,,,,,,,,,,,,
0.006019635,,BTN,region,66%,33,Bhutan,Thimphu,,Resp. towards environment,,Relative contribution (dep),,,,GNH Survey 2094,2015,CBS,South Asia,24,,pctb,BT,,,,,,,,,,,,,,,,,,,,,
0.010906069,,BTN,region,66%,33,Bhutan,Tashigang,,Resp. towards environment,,Relative contribution (dep),,,,GNH Survey 2095,2015,CBS,South Asia,25,,pctb,BT,,,,,,,,,,,,,,,,,,,,,
0.004215419,,BTN,region,66%,33,Bhutan,Tashi Yangtse,,Resp. towards environment,,Relative contribution (dep),,,,GNH Survey 2096,2015,CBS,South Asia,26,,pctb,BT,,,,,,,,,,,,,,,,,,,,,
0.004851072,,BTN,region,66%,33,Bhutan,Trongsa,,Resp. towards environment,,Relative contribution (dep),,,,GNH Survey 2097,2015,CBS,South Asia,27,,pctb,BT,,,,,,,,,,,,,,,,,,,,,
0.004188945,,BTN,region,66%,33,Bhutan,Tsirang,,Resp. towards environment,,Relative contribution (dep),,,,GNH Survey 2098,2015,CBS,South Asia,28,,pctb,BT,,,,,,,,,,,,,,,,,,,,,
0.006404788,,BTN,region,66%,33,Bhutan,Wangdue Phodrang,,Resp. towards environment,,Relative contribution (dep),,,,GNH Survey 2099,2015,CBS,South Asia,29,,pctb,BT,,,,,,,,,,,,,,,,,,,,,
0.00436447,,BTN,region,66%,33,Bhutan,Zhemgang,,Resp. towards environment,,Relative contribution (dep),,,,GNH Survey 2100,2015,CBS,South Asia,30,,pctb,BT,,,,,,,,,,,,,,,,,,,,,
0.073803133,,BTN,region,66%,33,Bhutan,Bumthang,,Wildlife damage (rural),,Relative contribution (dep),,,,GNH Survey 2081,2015,CBS,South Asia,11,,pctb,BT,,,,,,,,,,,,,,,,,,,,,
0.017119392,,BTN,region,66%,33,Bhutan,Chukha,,Wildlife damage (rural),,Relative contribution (dep),,,,GNH Survey 2082,2015,CBS,South Asia,12,,pctb,BT,,,,,,,,,,,,,,,,,,,,,
0.060803389,,BTN,region,66%,33,Bhutan,Dagana,,Wildlife damage (rural),,Relative contribution (dep),,,,GNH Survey 2083,2015,CBS,South Asia,13,,pctb,BT,,,,,,,,,,,,,,,,,,,,,
0.004582124,,BTN,region,66%,33,Bhutan,Gasa,,Wildlife damage (rural),,Relative contribution (dep),,,,GNH Survey 2084,2015,CBS,South Asia,14,,pctb,BT,,,,,,,,,,,,,,,,,,,,,
0.048486669,,BTN,region,66%,33,Bhutan,Haa,,Wildlife damage (rural),,Relative contribution (dep),,,,GNH Survey 2085,2015,CBS,South Asia,15,,pctb,BT,,,,,,,,,,,,,,,,,,,,,
0.089611288,,BTN,region,66%,33,Bhutan,Lhuntse,,Wildlife damage (rural),,Relative contribution (dep),,,,GNH Survey 2086,2015,CBS,South Asia,16,,pctb,BT,,,,,,,,,,,,,,,,,,,,,
0.077720074,,BTN,region,66%,33,Bhutan,Mongar,,Wildlife damage (rural),,Relative contribution (dep),,,,GNH Survey 2087,2015,CBS,South Asia,17,,pctb,BT,,,,,,,,,,,,,,,,,,,,,
0.061508842,,BTN,region,66%,33,Bhutan,Paro,,Wildlife damage (rural),,Relative contribution (dep),,,,GNH Survey 2088,2015,CBS,South Asia,18,,pctb,BT,,,,,,,,,,,,,,,,,,,,,
0.08170992,,BTN,region,66%,33,Bhutan,Pema Gatshel,,Wildlife damage (rural),,Relative contribution (dep),,,,GNH Survey 2089,2015,CBS,South Asia,19,,pctb,BT,,,,,,,,,,,,,,,,,,,,,
0.01155276,,BTN,region,66%,33,Bhutan,Punakha,,Wildlife damage (rural),,Relative contribution (dep),,,,GNH Survey 2090,2015,CBS,South Asia,20,,pctb,BT,,,,,,,,,,,,,,,,,,,,,
0.034716481,,BTN,region,66%,33,Bhutan,Samdrup Jongkhar,,Wildlife damage (rural),,Relative contribution (dep),,,,GNH Survey 2091,2015,CBS,South Asia,21,,pctb,BT,,,,,,,,,,,,,,,,,,,,,
0.020694655,,BTN,region,66%,33,Bhutan,Samtse,,Wildlife damage (rural),,Relative contribution (dep),,,,GNH Survey 2092,2015,CBS,South Asia,22,,pctb,BT,,,,,,,,,,,,,,,,,,,,,
0.06366092,,BTN,region,66%,33,Bhutan,Sarpang,,Wildlife damage (rural),,Relative contribution (dep),,,,GNH Survey 2093,2015,CBS,South Asia,23,,pctb,BT,,,,,,,,,,,,,,,,,,,,,
0.001494575,,BTN,region,66%,33,Bhutan,Thimphu,,Wildlife damage (rural),,Relative contribution (dep),,,,GNH Survey 2094,2015,CBS,South Asia,24,,pctb,BT,,,,,,,,,,,,,,,,,,,,,
0.036319184,,BTN,region,66%,33,Bhutan,Tashigang,,Wildlife damage (rural),,Relative contribution (dep),,,,GNH Survey 2095,2015,CBS,South Asia,25,,pctb,BT,,,,,,,,,,,,,,,,,,,,,
0.085149107,,BTN,region,66%,33,Bhutan,Tashi Yangtse,,Wildlife damage (rural),,Relative contribution (dep),,,,GNH Survey 2096,2015,CBS,South Asia,26,,pctb,BT,,,,,,,,,,,,,,,,,,,,,
0.080837161,,BTN,region,66%,33,Bhutan,Trongsa,,Wildlife damage (rural),,Relative contribution (dep),,,,GNH Survey 2097,2015,CBS,South Asia,27,,pctb,BT,,,,,,,,,,,,,,,,,,,,,
0.070792267,,BTN,region,66%,33,Bhutan,Tsirang,,Wildlife damage (rural),,Relative contribution (dep),,,,GNH Survey 2098,2015,CBS,South Asia,28,,pctb,BT,,,,,,,,,,,,,,,,,,,,,
0.043096569,,BTN,region,66%,33,Bhutan,Wangdue Phodrang,,Wildlife damage (rural),,Relative contribution (dep),,,,GNH Survey 2099,2015,CBS,South Asia,29,,pctb,BT,,,,,,,,,,,,,,,,,,,,,
0.094055955,,BTN,region,66%,33,Bhutan,Zhemgang,,Wildlife damage (rural),,Relative contribution (dep),,,,GNH Survey 2100,2015,CBS,South Asia,30,,pctb,BT,,,,,,,,,,,,,,,,,,,,,
0.015891879,,BTN,region,66%,33,Bhutan,Bumthang,,Assets,,Relative contribution (dep),,,,GNH Survey 2081,2015,CBS,South Asia,11,,pctb,BT,,,,,,,,,,,,,,,,,,,,,
0.01204777,,BTN,region,66%,33,Bhutan,Chukha,,Assets,,Relative contribution (dep),,,,GNH Survey 2082,2015,CBS,South Asia,12,,pctb,BT,,,,,,,,,,,,,,,,,,,,,
0.015598073,,BTN,region,66%,33,Bhutan,Dagana,,Assets,,Relative contribution (dep),,,,GNH Survey 2083,2015,CBS,South Asia,13,,pctb,BT,,,,,,,,,,,,,,,,,,,,,
0.018137088,,BTN,region,66%,33,Bhutan,Gasa,,Assets,,Relative contribution (dep),,,,GNH Survey 2084,2015,CBS,South Asia,14,,pctb,BT,,,,,,,,,,,,,,,,,,,,,
0.026099352,,BTN,region,66%,33,Bhutan,Haa,,Assets,,Relative contribution (dep),,,,GNH Survey 2085,2015,CBS,South Asia,15,,pctb,BT,,,,,,,,,,,,,,,,,,,,,
0.021259501,,BTN,region,66%,33,Bhutan,Lhuntse,,Assets,,Relative contribution (dep),,,,GNH Survey 2086,2015,CBS,South Asia,16,,pctb,BT,,,,,,,,,,,,,,,,,,,,,
0.029886582,,BTN,region,66%,33,Bhutan,Mongar,,Assets,,Relative contribution (dep),,,,GNH Survey 2087,2015,CBS,South Asia,17,,pctb,BT,,,,,,,,,,,,,,,,,,,,,
0.010508711,,BTN,region,66%,33,Bhutan,Paro,,Assets,,Relative contribution (dep),,,,GNH Survey 2088,2015,CBS,South Asia,18,,pctb,BT,,,,,,,,,,,,,,,,,,,,,
0.036178348,,BTN,region,66%,33,Bhutan,Pema Gatshel,,Assets,,Relative contribution (dep),,,,GNH Survey 2089,2015,CBS,South Asia,19,,pctb,BT,,,,,,,,,,,,,,,,,,,,,
0.01682526,,BTN,region,66%,33,Bhutan,Punakha,,Assets,,Relative contribution (dep),,,,GNH Survey 2090,2015,CBS,South Asia,20,,pctb,BT,,,,,,,,,,,,,,,,,,,,,
0.024505926,,BTN,region,66%,33,Bhutan,Samdrup Jongkhar,,Assets,,Relative contribution (dep),,,,GNH Survey 2091,2015,CBS,South Asia,21,,pctb,BT,,,,,,,,,,,,,,,,,,,,,
0.014712,,BTN,region,66%,33,Bhutan,Samtse,,Assets,,Relative contribution (dep),,,,GNH Survey 2092,2015,CBS,South Asia,22,,pctb,BT,,,,,,,,,,,,,,,,,,,,,
0.008882737,,BTN,region,66%,33,Bhutan,Sarpang,,Assets,,Relative contribution (dep),,,,GNH Survey 2093,2015,CBS,South Asia,23,,pctb,BT,,,,,,,,,,,,,,,,,,,,,
0.015724403,,BTN,region,66%,33,Bhutan,Thimphu,,Assets,,Relative contribution (dep),,,,GNH Survey 2094,2015,CBS,South Asia,24,,pctb,BT,,,,,,,,,,,,,,,,,,,,,
0.038831059,,BTN,region,66%,33,Bhutan,Tashigang,,Assets,,Relative contribution (dep),,,,GNH Survey 2095,2015,CBS,South Asia,25,,pctb,BT,,,,,,,,,,,,,,,,,,,,,
0.035051401,,BTN,region,66%,33,Bhutan,Tashi Yangtse,,Assets,,Relative contribution (dep),,,,GNH Survey 2096,2015,CBS,South Asia,26,,pctb,BT,,,,,,,,,,,,,,,,,,,,,
0.02887143,,BTN,region,66%,33,Bhutan,Trongsa,,Assets,,Relative contribution (dep),,,,GNH Survey 2097,2015,CBS,South Asia,27,,pctb,BT,,,,,,,,,,,,,,,,,,,,,
0.013976622,,BTN,region,66%,33,Bhutan,Tsirang,,Assets,,Relative contribution (dep),,,,GNH Survey 2098,2015,CBS,South Asia,28,,pctb,BT,,,,,,,,,,,,,,,,,,,,,
0.012941825,,BTN,region,66%,33,Bhutan,Wangdue Phodrang,,Assets,,Relative contribution (dep),,,,GNH Survey 2099,2015,CBS,South Asia,29,,pctb,BT,,,,,,,,,,,,,,,,,,,,,
0.02229589,,BTN,region,66%,33,Bhutan,Zhemgang,,Assets,,Relative contribution (dep),,,,GNH Survey 2100,2015,CBS,South Asia,30,,pctb,BT,,,,,,,,,,,,,,,,,,,,,
0.048243323,,BTN,region,66%,33,Bhutan,Bumthang,,Housing,,Relative contribution (dep),,,,GNH Survey 2081,2015,CBS,South Asia,11,,pctb,BT,,,,,,,,,,,,,,,,,,,,,
0.033633334,,BTN,region,66%,33,Bhutan,Chukha,,Housing,,Relative contribution (dep),,,,GNH Survey 2082,2015,CBS,South Asia,12,,pctb,BT,,,,,,,,,,,,,,,,,,,,,
0.054160213,,BTN,region,66%,33,Bhutan,Dagana,,Housing,,Relative contribution (dep),,,,GNH Survey 2083,2015,CBS,South Asia,13,,pctb,BT,,,,,,,,,,,,,,,,,,,,,
0.074458864,,BTN,region,66%,33,Bhutan,Gasa,,Housing,,Relative contribution (dep),,,,GNH Survey 2084,2015,CBS,South Asia,14,,pctb,BT,,,,,,,,,,,,,,,,,,,,,
0.040374576,,BTN,region,66%,33,Bhutan,Haa,,Housing,,Relative contribution (dep),,,,GNH Survey 2085,2015,CBS,South Asia,15,,pctb,BT,,,,,,,,,,,,,,,,,,,,,
0.039676379,,BTN,region,66%,33,Bhutan,Lhuntse,,Housing,,Relative contribution (dep),,,,GNH Survey 2086,2015,CBS,South Asia,16,,pctb,BT,,,,,,,,,,,,,,,,,,,,,
0.047885279,,BTN,region,66%,33,Bhutan,Mongar,,Housing,,Relative contribution (dep),,,,GNH Survey 2087,2015,CBS,South Asia,17,,pctb,BT,,,,,,,,,,,,,,,,,,,,,
0.030280583,,BTN,region,66%,33,Bhutan,Paro,,Housing,,Relative contribution (dep),,,,GNH Survey 2088,2015,CBS,South Asia,18,,pctb,BT,,,,,,,,,,,,,,,,,,,,,
0.047248624,,BTN,region,66%,33,Bhutan,Pema Gatshel,,Housing,,Relative contribution (dep),,,,GNH Survey 2089,2015,CBS,South Asia,19,,pctb,BT,,,,,,,,,,,,,,,,,,,,,
0.04673973,,BTN,region,66%,33,Bhutan,Punakha,,Housing,,Relative contribution (dep),,,,GNH Survey 2090,2015,CBS,South Asia,20,,pctb,BT,,,,,,,,,,,,,,,,,,,,,
0.055379412,,BTN,region,66%,33,Bhutan,Samdrup Jongkhar,,Housing,,Relative contribution (dep),,,,GNH Survey 2091,2015,CBS,South Asia,21,,pctb,BT,,,,,,,,,,,,,,,,,,,,,
0.04611554,,BTN,region,66%,33,Bhutan,Samtse,,Housing,,Relative contribution (dep),,,,GNH Survey 2092,2015,CBS,South Asia,22,,pctb,BT,,,,,,,,,,,,,,,,,,,,,
0.034405305,,BTN,region,66%,33,Bhutan,Sarpang,,Housing,,Relative contribution (dep),,,,GNH Survey 2093,2015,CBS,South Asia,23,,pctb,BT,,,,,,,,,,,,,,,,,,,,,
0.031604185,,BTN,region,66%,33,Bhutan,Thimphu,,Housing,,Relative contribution (dep),,,,GNH Survey 2094,2015,CBS,South Asia,24,,pctb,BT,,,,,,,,,,,,,,,,,,,,,
0.057007664,,BTN,region,66%,33,Bhutan,Tashigang,,Housing,,Relative contribution (dep),,,,GNH Survey 2095,2015,CBS,South Asia,25,,pctb,BT,,,,,,,,,,,,,,,,,,,,,
0.06219327,,BTN,region,66%,33,Bhutan,Tashi Yangtse,,Housing,,Relative contribution (dep),,,,GNH Survey 2096,2015,CBS,South Asia,26,,pctb,BT,,,,,,,,,,,,,,,,,,,,,
0.03570582,,BTN,region,66%,33,Bhutan,Trongsa,,Housing,,Relative contribution (dep),,,,GNH Survey 2097,2015,CBS,South Asia,27,,pctb,BT,,,,,,,,,,,,,,,,,,,,,
0.044023038,,BTN,region,66%,33,Bhutan,Tsirang,,Housing,,Relative contribution (dep),,,,GNH Survey 2098,2015,CBS,South Asia,28,,pctb,BT,,,,,,,,,,,,,,,,,,,,,
0.047668131,,BTN,region,66%,33,Bhutan,Wangdue Phodrang,,Housing,,Relative contribution (dep),,,,GNH Survey 2099,2015,CBS,South Asia,29,,pctb,BT,,,,,,,,,,,,,,,,,,,,,
0.042299892,,BTN,region,66%,33,Bhutan,Zhemgang,,Housing,,Relative contribution (dep),,,,GNH Survey 2100,2015,CBS,South Asia,30,,pctb,BT,,,,,,,,,,,,,,,,,,,,,
0.040432641,,BTN,region,66%,33,Bhutan,Bumthang,,HH per capita income,,Relative contribution (dep),,,,GNH Survey 2081,2015,CBS,South Asia,11,,pctb,BT,,,,,,,,,,,,,,,,,,,,,
0.03106214,,BTN,region,66%,33,Bhutan,Chukha,,HH per capita income,,Relative contribution (dep),,,,GNH Survey 2082,2015,CBS,South Asia,12,,pctb,BT,,,,,,,,,,,,,,,,,,,,,
0.053043154,,BTN,region,66%,33,Bhutan,Dagana,,HH per capita income,,Relative contribution (dep),,,,GNH Survey 2083,2015,CBS,South Asia,13,,pctb,BT,,,,,,,,,,,,,,,,,,,,,
0.019622431,,BTN,region,66%,33,Bhutan,Gasa,,HH per capita income,,Relative contribution (dep),,,,GNH Survey 2084,2015,CBS,South Asia,14,,pctb,BT,,,,,,,,,,,,,,,,,,,,,
0.027697542,,BTN,region,66%,33,Bhutan,Haa,,HH per capita income,,Relative contribution (dep),,,,GNH Survey 2085,2015,CBS,South Asia,15,,pctb,BT,,,,,,,,,,,,,,,,,,,,,
0.06577339,,BTN,region,66%,33,Bhutan,Lhuntse,,HH per capita income,,Relative contribution (dep),,,,GNH Survey 2086,2015,CBS,South Asia,16,,pctb,BT,,,,,,,,,,,,,,,,,,,,,
0.049189881,,BTN,region,66%,33,Bhutan,Mongar,,HH per capita income,,Relative contribution (dep),,,,GNH Survey 2087,2015,CBS,South Asia,17,,pctb,BT,,,,,,,,,,,,,,,,,,,,,
0.024732858,,BTN,region,66%,33,Bhutan,Paro,,HH per capita income,,Relative contribution (dep),,,,GNH Survey 2088,2015,CBS,South Asia,18,,pctb,BT,,,,,,,,,,,,,,,,,,,,,
0.057693664,,BTN,region,66%,33,Bhutan,Pema Gatshel,,HH per capita income,,Relative contribution (dep),,,,GNH Survey 2089,2015,CBS,South Asia,19,,pctb,BT,,,,,,,,,,,,,,,,,,,,,
0.046555367,,BTN,region,66%,33,Bhutan,Punakha,,HH per capita income,,Relative contribution (dep),,,,GNH Survey 2090,2015,CBS,South Asia,20,,pctb,BT,,,,,,,,,,,,,,,,,,,,,
0.053363529,,BTN,region,66%,33,Bhutan,Samdrup Jongkhar,,HH per capita income,,Relative contribution (dep),,,,GNH Survey 2091,2015,CBS,South Asia,21,,pctb,BT,,,,,,,,,,,,,,,,,,,,,
0.04482903,,BTN,region,66%,33,Bhutan,Samtse,,HH per capita income,,Relative contribution (dep),,,,GNH Survey 2092,2015,CBS,South Asia,22,,pctb,BT,,,,,,,,,,,,,,,,,,,,,
0.043581206,,BTN,region,66%,33,Bhutan,Sarpang,,HH per capita income,,Relative contribution (dep),,,,GNH Survey 2093,2015,CBS,South Asia,23,,pctb,BT,,,,,,,,,,,,,,,,,,,,,
0.014497198,,BTN,region,66%,33,Bhutan,Thimphu,,HH per capita income,,Relative contribution (dep),,,,GNH Survey 2094,2015,CBS,South Asia,24,,pctb,BT,,,,,,,,,,,,,,,,,,,,,
0.055972897,,BTN,region,66%,33,Bhutan,Tashigang,,HH per capita income,,Relative contribution (dep),,,,GNH Survey 2095,2015,CBS,South Asia,25,,pctb,BT,,,,,,,,,,,,,,,,,,,,,
0.052386851,,BTN,region,66%,33,Bhutan,Tashi Yangtse,,HH per capita income,,Relative contribution (dep),,,,GNH Survey 2096,2015,CBS,South Asia,26,,pctb,BT,,,,,,,,,,,,,,,,,,,,,
0.052202765,,BTN,region,66%,33,Bhutan,Trongsa,,HH per capita income,,Relative contribution (dep),,,,GNH Survey 2097,2015,CBS,South Asia,27,,pctb,BT,,,,,,,,,,,,,,,,,,,,,
0.059766009,,BTN,region,66%,33,Bhutan,Tsirang,,HH per capita income,,Relative contribution (dep),,,,GNH Survey 2098,2015,CBS,South Asia,28,,pctb,BT,,,,,,,,,,,,,,,,,,,,,
0.047984469,,BTN,region,66%,33,Bhutan,Wangdue Phodrang,,HH per capita income,,Relative contribution (dep),,,,GNH Survey 2099,2015,CBS,South Asia,29,,pctb,BT,,,,,,,,,,,,,,,,,,,,,
0.06703225,,BTN,region,66%,33,Bhutan,Zhemgang,,HH per capita income,,Relative contribution (dep),,,,GNH Survey 2100,2015,CBS,South Asia,30,,pctb,BT,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.025224926,,BTN,region,66%,33,Bhutan,Bumthang,,Life satisfaction,,Relative contribution (dep. adj),,,,GNH Survey 2081,2015,CBS,South Asia,11,,pctb,BT,,,,,,,,,,,,,,,,,,,,,
0.032706089,,BTN,region,66%,33,Bhutan,Chukha,,Life satisfaction,,Relative contribution (dep. adj),,,,GNH Survey 2082,2015,CBS,South Asia,12,,pctb,BT,,,,,,,,,,,,,,,,,,,,,
0.022516455,,BTN,region,66%,33,Bhutan,Dagana,,Life satisfaction,,Relative contribution (dep. adj),,,,GNH Survey 2083,2015,CBS,South Asia,13,,pctb,BT,,,,,,,,,,,,,,,,,,,,,
0.020330683,,BTN,region,66%,33,Bhutan,Gasa,,Life satisfaction,,Relative contribution (dep. adj),,,,GNH Survey 2084,2015,CBS,South Asia,14,,pctb,BT,,,,,,,,,,,,,,,,,,,,,
0.020764514,,BTN,region,66%,33,Bhutan,Haa,,Life satisfaction,,Relative contribution (dep. adj),,,,GNH Survey 2085,2015,CBS,South Asia,15,,pctb,BT,,,,,,,,,,,,,,,,,,,,,
0.018538204,,BTN,region,66%,33,Bhutan,Lhuntse,,Life satisfaction,,Relative contribution (dep. adj),,,,GNH Survey 2086,2015,CBS,South Asia,16,,pctb,BT,,,,,,,,,,,,,,,,,,,,,
0.018454893,,BTN,region,66%,33,Bhutan,Mongar,,Life satisfaction,,Relative contribution (dep. adj),,,,GNH Survey 2087,2015,CBS,South Asia,17,,pctb,BT,,,,,,,,,,,,,,,,,,,,,
0.021009877,,BTN,region,66%,33,Bhutan,Paro,,Life satisfaction,,Relative contribution (dep. adj),,,,GNH Survey 2088,2015,CBS,South Asia,18,,pctb,BT,,,,,,,,,,,,,,,,,,,,,
0.026957872,,BTN,region,66%,33,Bhutan,Pema Gatshel,,Life satisfaction,,Relative contribution (dep. adj),,,,GNH Survey 2089,2015,CBS,South Asia,19,,pctb,BT,,,,,,,,,,,,,,,,,,,,,
0.020438277,,BTN,region,66%,33,Bhutan,Punakha,,Life satisfaction,,Relative contribution (dep. adj),,,,GNH Survey 2090,2015,CBS,South Asia,20,,pctb,BT,,,,,,,,,,,,,,,,,,,,,
0.025814997,,BTN,region,66%,33,Bhutan,Samdrup Jongkhar,,Life satisfaction,,Relative contribution (dep. adj),,,,GNH Survey 2091,2015,CBS,South Asia,21,,pctb,BT,,,,,,,,,,,,,,,,,,,,,
0.030350543,,BTN,region,66%,33,Bhutan,Samtse,,Life satisfaction,,Relative contribution (dep. adj),,,,GNH Survey 2092,2015,CBS,South Asia,22,,pctb,BT,,,,,,,,,,,,,,,,,,,,,
0.028378198,,BTN,region,66%,33,Bhutan,Sarpang,,Life satisfaction,,Relative contribution (dep. adj),,,,GNH Survey 2093,2015,CBS,South Asia,23,,pctb,BT,,,,,,,,,,,,,,,,,,,,,
0.021163325,,BTN,region,66%,33,Bhutan,Thimphu,,Life satisfaction,,Relative contribution (dep. adj),,,,GNH Survey 2094,2015,CBS,South Asia,24,,pctb,BT,,,,,,,,,,,,,,,,,,,,,
0.020874567,,BTN,region,66%,33,Bhutan,Tashigang,,Life satisfaction,,Relative contribution (dep. adj),,,,GNH Survey 2095,2015,CBS,South Asia,25,,pctb,BT,,,,,,,,,,,,,,,,,,,,,
0.027071759,,BTN,region,66%,33,Bhutan,Tashi Yangtse,,Life satisfaction,,Relative contribution (dep. adj),,,,GNH Survey 2096,2015,CBS,South Asia,26,,pctb,BT,,,,,,,,,,,,,,,,,,,,,
0.026058665,,BTN,region,66%,33,Bhutan,Trongsa,,Life satisfaction,,Relative contribution (dep. adj),,,,GNH Survey 2097,2015,CBS,South Asia,27,,pctb,BT,,,,,,,,,,,,,,,,,,,,,
0.018207588,,BTN,region,66%,33,Bhutan,Tsirang,,Life satisfaction,,Relative contribution (dep. adj),,,,GNH Survey 2098,2015,CBS,South Asia,28,,pctb,BT,,,,,,,,,,,,,,,,,,,,,
0.015749915,,BTN,region,66%,33,Bhutan,Wangdue Phodrang,,Life satisfaction,,Relative contribution (dep. adj),,,,GNH Survey 2099,2015,CBS,South Asia,29,,pctb,BT,,,,,,,,,,,,,,,,,,,,,
0.034562646,,BTN,region,66%,33,Bhutan,Zhemgang,,Life satisfaction,,Relative contribution (dep. adj),,,,GNH Survey 2100,2015,CBS,South Asia,30,,pctb,BT,,,,,,,,,,,,,,,,,,,,,
0.017765341,,BTN,region,66%,33,Bhutan,Bumthang,,Positive emotions,,Relative contribution (dep. adj),,,,GNH Survey 2081,2015,CBS,South Asia,11,,pctb,BT,,,,,,,,,,,,,,,,,,,,,
